speaker,utterance,emotion
patient,"Since my last visit, the discomfort is mild.",neutral
dentist,"Based on your symptoms, you are doing a good job keeping the area clean.",neutral
patient,I am happy the treatment is going smoothly.,happy
dentist,"Based on your symptoms, i recommend using a soft brush and gentle pressure.",neutral
patient,Can sensitivity last a few days?,neutral
dentist,"Based on your symptoms, please let me know right away if anything feels sharp.",neutral
patient,I wanted to mention that the front teeth are most sensitive.,neutral
dentist,"For this sensitivity check, I will proceed gently.",neutral
patient,"Since my last visit, I used the gel as instructed.",neutral
dentist,That matches what I would expect with this kind of visit.,neutral
patient,"Since my last visit, it is improving each day.",neutral
dentist,I will check your bite carefully at the end.,neutral
patient,I noticed that the front teeth are most sensitive.,neutral
dentist,That matches what I would expect with this kind of visit.,neutral
patient,I am happy the sensitivity is normal and that my smile still looks great.,happy
dentist,You did very well today. Keep following the care instructions and we will see you at the next visit.,neutral
patient,"Good afternoon doctor, I wanted to check a tooth that was treated years ago.",neutral
dentist,Good afternoon. Let us review it and make sure the old treatment is still doing well.,neutral
patient,"At home, I had a little sensitivity once.",neutral
dentist,I appreciate you telling me that detail.,neutral
patient,I noticed that overall it has been fine.,neutral
dentist,The tooth structure is still in good shape.,neutral
patient,"At home, I just wanted reassurance.",neutral
dentist,"For this follow-up exam, I will proceed gently.",neutral
patient,"At home, it feels mostly normal.",neutral
dentist,"Based on your symptoms, i will clean the surface gently first.",neutral
patient,Will it take long today?,neutral
dentist,"Based on your symptoms, the sensitivity should settle after a short time.",neutral
patient,I am so happy everything looks better now.,happy
dentist,"For this follow-up exam, I will proceed gently.",neutral
patient,"Since my last visit, I just wanted reassurance.",neutral
dentist,"Based on your symptoms, the filling material should blend nicely with your tooth.",neutral
patient,Should I avoid certain foods?,neutral
dentist,That matches what I would expect with this kind of visit.,neutral
patient,"At home, I just wanted reassurance.",neutral
dentist,"Based on your symptoms, i will check your bite carefully at the end.",neutral
patient,"At home, it feels mostly normal.",neutral
dentist,I appreciate you telling me that detail.,neutral
patient,I noticed that I just wanted reassurance.,neutral
dentist,I appreciate you telling me that detail.,neutral
patient,"Wonderful, I am very happy with that result.",happy
dentist,That spot was a good one to check early.,neutral
patient,Should I floss around that tooth?,neutral
dentist,"Based on your symptoms, everything looks manageable from what i can see so far.",neutral
patient,I noticed that overall it has been fine.,neutral
dentist,I will explain each step before we do anything.,neutral
patient,"At home, I just wanted reassurance.",neutral
dentist,"For this follow-up exam, I will proceed gently.",neutral
patient,"Since my last visit, I had a little sensitivity once.",neutral
dentist,"Based on your symptoms, the x-ray gives us a clearer picture of the area.",neutral
patient,"At home, overall it has been fine.",neutral
dentist,"For this follow-up exam, I will proceed gently.",neutral
patient,I am happy I came in early.,happy
dentist,"For this follow-up exam, I will proceed gently.",neutral
patient,"Since my last visit, I just wanted reassurance.",neutral
dentist,I appreciate you telling me that detail.,neutral
patient,I wanted to mention that I just wanted reassurance.,neutral
dentist,"Based on your symptoms, you can rinse whenever you need a break.",neutral
patient,I noticed that I had a little sensitivity once.,neutral
dentist,We are making good progress here.,neutral
patient,I wanted to mention that overall it has been fine.,neutral
dentist,"Based on your symptoms, avoid very hard food for the rest of the day.",neutral
patient,I noticed that I just wanted reassurance.,neutral
dentist,A follow-up visit will help us confirm the healing.,neutral
patient,I am happy to hear the tooth is still strong after all these years.,happy
dentist,You did very well today. Keep following the care instructions and we will see you at the next visit.,neutral
patient,"Hi doctor, I am here for the deep cleaning you recommended.",neutral
dentist,Welcome. We will go step by step and keep you comfortable throughout the visit.,neutral
patient,"Since my last visit, I want to improve my gum health.",neutral
dentist,"For this deep cleaning, I will proceed gently.",neutral
patient,"Since my last visit, my gums used to bleed when flossing.",neutral
dentist,"For this deep cleaning, I will proceed gently.",neutral
patient,I wanted to mention that my gums used to bleed when flossing.,neutral
dentist,I appreciate you telling me that detail.,neutral
patient,I wanted to mention that I followed the pre-visit advice.,neutral
dentist,I appreciate you telling me that detail.,neutral
patient,I noticed that I want to improve my gum health.,neutral
dentist,You are doing a good job keeping the area clean.,neutral
patient,I am so happy everything looks better now.,happy
dentist,"For this deep cleaning, I will proceed gently.",neutral
patient,"At home, I really want a cleaner feeling.",neutral
dentist,Please let me know right away if anything feels sharp.,neutral
patient,"Since my last visit, my gums used to bleed when flossing.",neutral
dentist,I appreciate you telling me that detail.,neutral
patient,"At home, I want to improve my gum health.",neutral
dentist,"For this deep cleaning, I will proceed gently.",neutral
patient,I wanted to mention that I followed the pre-visit advice.,neutral
dentist,"For this deep cleaning, I will proceed gently.",neutral
patient,I noticed that I want to improve my gum health.,neutral
dentist,"Based on your symptoms, i will polish the area so it feels smooth.",neutral
patient,I am happy I came in early.,happy
dentist,That spot was a good one to check early.,neutral
patient,"Since my last visit, I want to improve my gum health.",neutral
dentist,"For this deep cleaning, I will proceed gently.",neutral
patient,Is a numbing injection necessary?,neutral
dentist,I will explain each step before we do anything.,neutral
patient,"Since my last visit, I followed the pre-visit advice.",neutral
dentist,I appreciate you telling me that detail.,neutral
patient,I wanted to mention that I followed the pre-visit advice.,neutral
dentist,I appreciate you telling me that detail.,neutral
patient,Is there anything I should change at home?,neutral
dentist,"For this deep cleaning, I will proceed gently.",neutral
patient,That makes me feel happy and relieved.,happy
dentist,"For this deep cleaning, I will proceed gently.",neutral
patient,I wanted to mention that I have been nervous but ready.,neutral
dentist,We can finish this in a straightforward visit.,neutral
patient,Should I use a special toothpaste?,neutral
dentist,"Based on your symptoms, you can rinse whenever you need a break.",neutral
patient,I wanted to mention that my gums used to bleed when flossing.,neutral
